[2026-03-08 22:48:33] [INFO    ] discord.client: logging in using static token
[2026-03-08 22:48:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-llbh",{"micros":0.0}]']}}
[2026-03-08 22:48:34] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2026-03-08 22:48:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:48:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'MNRF Utilities', 'primary_guild': None, 'mfa_enabled': True, 'id': '1476710981190287410', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '5983', 'clan': None, 'bot': True, 'avatar': '8eaed65fcd9341b5c5ea5d9e7163753f'}, 'session_type': 'normal', 'session_id': '8344eaa0e5be9360b595bedf7d36e66f', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1343440503407902792'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['newark', 'us-east', 'us-central', 'atlanta', 'us-south'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1476710981190287410', 'flags_new': '11051008', 'flags': 11051008}, '_trace': ['["gateway-prd-arm-us-east1-c-llbh",{"micros":120871,"calls":["id_created",{"micros":259,"calls":[]},"session_lookup_time",{"micros":2454,"calls":[]},"session_lookup_finished",{"micros":10,"calls":[]},"discord-sessions-prd-2-89",{"micros":117772,"calls":["start_session",{"micros":84728,"calls":["discord-api-rpc-56d9cf585d-9q2qm",{"micros":41507,"calls":["get_user",{"micros":5694},"get_guilds",{"micros":10624},"send_scheduled_deletion_message",{"micros":17},"guild_join_requests",{"micros":4},"authorized_ip_coro",{"micros":9},"pending_payments",{"micros":1150},"apex_experiments",{"micros":36001},"sessions_experiments",{"micros":4},"user_activities",{"micros":3},"played_application_ids",{"micros":2},"linked_users",{"micros":2},"ad_personalization_toggles_disabled",{"micros":2},"regional_feature_config",{"micros":2}]}]},"starting_guild_connect",{"micros":34,"calls":[]},"presence_started",{"micros":11634,"calls":[]},"guilds_started",{"micros":76,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":21256,"calls":[]},"connect_finished",{"micros":21271,"calls":[]},"build_ready",{"micros":24,"calls":[]},"clean_ready",{"micros":3,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2026-03-08 22:48:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:48:34] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 8344eaa0e5be9360b595bedf7d36e66f).
[2026-03-08 22:48:34] [DEBUG   ] discord.client: Dispatching event connect
[2026-03-08 22:48:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'stickers': [], 'premium_features': None, 'region': 'deprecated', 'premium_progress_bar_enabled': False, 'afk_channel_id': None, 'unavailable': False, 'profile': None, 'guild_scheduled_events': [], 'nsfw_level': 0, 'features': [], 'member_count': 6, 'presences': [], 'embedded_activities': [], 'joined_at': '2026-03-02T18:55:06.122000+00:00', 'system_channel_flags': 0, 'discovery_splash': None, 'id': '1343440503407902792', 'max_video_channel_users': 25, 'name': "Liam's server", 'roles': [{'version': 1740371575980, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1343440503407902792', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1772590937250, 'unicode_emoji': None, 'tags': {'bot_id': '1476710981190287410'}, 'position': 5, 'permissions': '8', 'name': 'MNRF Utilities', 'mentionable': False, 'managed': True, 'id': '1478103373524766784', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1772590937242, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '0', 'name': 'Conservation Officer', 'mentionable': True, 'managed': False, 'id': '1478219570069246093', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 1146986}, 'color': 1146986}, {'version': 1772590937237, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '0', 'name': 'FTO', 'mentionable': True, 'managed': False, 'id': '1478229659874365632', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1772590937230, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '0', 'name': 'Deputy Conservation Officer', 'mentionable': False, 'managed': False, 'id': '1478572817053253824', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1772590937359, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'verified', 'mentionable': False, 'managed': False, 'id': '1478578276971839619', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'icon': None, 'system_channel_id': None, 'splash': None, 'threads': [], 'hub_type': None, 'emojis': [], 'max_members': 25000000, 'premium_progress_bar_enabled_user_updated_at': None, 'members': [{'user': {'username': 'MNRF Utilities', 'public_flags': 0, 'primary_guild': None, 'id': '1476710981190287410', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '5983', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '8eaed65fcd9341b5c5ea5d9e7163753f'}, 'roles': ['1478103373524766784'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-02T18:55:06.122000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'channels': [{'version': 1740371575982, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1343440503407902793', 'flags': 0}, {'version': 1740371575985, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1343440503407902794', 'flags': 0}, {'version': 1740371576000, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1343440503407902794', 'name': 'General', 'last_message_id': '1478122651430948935', 'id': '1343440503407902796', 'icon_emoji': {'name': '🎙️', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1772482228252, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1343440503407902793', 'name': 'general', 'last_message_id': '1480396196051681403', 'id': '1476712512933199923', 'flags': 0}, {'version': 1772481563318, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1343440503407902793', 'name': 'support', 'last_message_id': None, 'id': '1478119551932563710', 'flags': 0}, {'version': 1772507636564, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1343440503407902793', 'name': 'conservation-officers', 'last_message_id': '1478589038922301565', 'id': '1478201518988722328', 'flags': 0}, {'version': 1772507647914, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '1343440503407902793', 'name': 'supervisors', 'last_message_id': '1479215407209381949', 'id': '1478228958666424443', 'flags': 0}, {'version': 1772595347076, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [], 'parent_id': '1343440503407902793', 'name': 'bot-features', 'last_message_id': '1478598526496804967', 'id': '1478596795578716223', 'flags': 0}, {'version': 1772751578605, 'type': 4, 'position': 1, 'permission_overwrites': [], 'name': 'tickets', 'id': '1479252078139408468', 'flags': 0}], 'description': None, 'application_id': None, 'moderator_reporting': None, 'premium_subscription_count': 0, 'premium_tier': 0, 'inventory_settings': None, 'vanity_url_code': None, 'nsfw': False, 'explicit_content_filter': 0, 'banner': None, 'large': False, 'incidents_data': None, 'default_message_notifications': 0, 'voice_states': [], 'latest_onboarding_question_id': None, 'max_stage_video_channel_users': 50, 'rules_channel_id': None, 'activity_instances': [], 'owner_configured_content_level': 0, 'afk_timeout': 300, 'stage_instances': [], 'home_header': None, 'owner_id': '1313413062723768322', 'soundboard_sounds': [], 'safety_alerts_channel_id': None, 'version': 1772146103950, 'lazy': True, 'application_command_counts': {}, 'verification_level': 0, 'mfa_level': 0, 'public_updates_channel_id': None, 'preferred_locale': 'en-US'}}
[2026-03-08 22:48:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:48:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': 'f3f3cba170a95f13ef20e19374651a23', 'members': [{'user': {'username': 'liamold', 'public_flags': 128, 'primary_guild': None, 'id': '592420297987325983', 'global_name': 'Liam', 'display_name_styles': None, 'display_name': 'Liam', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e0e72f04d109f034e84499b952381662'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-02T22:39:55.267000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'nxtloco', 'public_flags': 64, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'display_name': 'Ezy', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-03T01:19:40.154000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'previouslyboeing', 'public_flags': 0, 'primary_guild': None, 'id': '887846269136011284', 'global_name': 'm5kerre', 'display_name_styles': None, 'display_name': 'm5kerre', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '839ccf42cd39a73d945d7ea92ba18339'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-03T01:03:09.736000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'brown15227', 'public_flags': 0, 'primary_guild': {'tag': 'NRR', 'identity_guild_id': '1104829884511047841', 'identity_enabled': True, 'badge': 'e05ecd5875a2e1daee2ed1df612462b5'}, 'id': '1197662577367449620', 'global_name': 'bdog15227', 'display_name_styles': None, 'display_name': 'bdog15227', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd49342630fc0f90c8e42cd9c84810712'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-03T04:05:48.478000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'mleeum', 'public_flags': 0, 'primary_guild': {'tag': 'DAFT', 'identity_guild_id': '251678593267007488', 'identity_enabled': True, 'badge': '8492b5d4b3a509f75b94e794d3eda10c'}, 'id': '1313413062723768322', 'global_name': 'Liam', 'display_name_styles': None, 'display_name': 'Liam', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '256d723f8932197a6caca3ee29c6d7eb'}, 'roles': ['1478229659874365632', '1478578276971839619', '1478219570069246093', '1478572817053253824'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-02-24T04:32:55.945000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'MNRF Utilities', 'public_flags': 0, 'primary_guild': None, 'id': '1476710981190287410', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '5983', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '8eaed65fcd9341b5c5ea5d9e7163753f'}, 'roles': ['1478103373524766784'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-02T18:55:06.122000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1343440503407902792', 'chunk_index': 0, 'chunk_count': 1}}
[2026-03-08 22:48:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:48:34] [DEBUG   ] discord.state: Processed a chunk for 6 members in guild ID 1343440503407902792.
[2026-03-08 22:48:36] [DEBUG   ] discord.client: Dispatching event guild_available
[2026-03-08 22:48:36] [DEBUG   ] discord.client: Dispatching event ready
[2026-03-08 22:49:15] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-03-08 22:49:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:49:56] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-03-08 22:49:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:50:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-03-08 22:50:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:51:19] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-03-08 22:51:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:51:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-04T03:42:39.749000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1478229659874365632', '1478578276971839619', '1478219570069246093', '1478572817053253824'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-02-24T04:32:55.945000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1478598526496804967', 'flags': 0, 'embeds': [], 'edited_timestamp': '2026-03-09T02:51:27.519034+00:00', 'content': '# Commands:\n- ``/urgentpage [reason]``: Pager system which can be run by anyone with "verified" role. Sends a \'page\' (embed message) to a specfied channel, pings role.\n- ``ra_request``: Request ridealong command, works same as ``/urgentpage``, can only be used by anyone with "Deputy Conservation Officer" role\n-``/ping``: Gets the bot\'s latency, shows in ephemeral message. Can only be used by anyone with the administrator permissions.\n\n# Welcome system:\nWelcomes new users when they join in a specified channel.\n\n# Error handling message:\nShows a message to anyone who tries to run a command but is lacking a specific role or permission to do so. Ephemeral. Replaces default "The application did not respond" message.\n\n# Ticket System \nCustom ticket system. System allows for 1 ticket per user.\n\n``/ticket create``  - prompts the user to create a ticket\n``/ticket claim`` - allows a staff member to claim the ticket\n``/ticket close`` - removes members without the staff role from the ticket\n``/ticket add`` - add a user to the ticket\n``/ticket remove`` - remove a user from the ticket\n``/ticket delete`` - deletes the current ticket channel.', 'components': [], 'channel_type': 0, 'channel_id': '1478596795578716223', 'author': {'username': 'mleeum', 'public_flags': 0, 'primary_guild': {'tag': 'DAFT', 'identity_guild_id': '251678593267007488', 'identity_enabled': True, 'badge': '8492b5d4b3a509f75b94e794d3eda10c'}, 'id': '1313413062723768322', 'global_name': 'Liam', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'DAFT', 'identity_guild_id': '251678593267007488', 'identity_enabled': True, 'badge': '8492b5d4b3a509f75b94e794d3eda10c'}, 'avatar_decoration_data': None, 'avatar': '256d723f8932197a6caca3ee29c6d7eb'}, 'attachments': [], 'guild_id': '1343440503407902792'}}
[2026-03-08 22:51:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:51:28] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2026-03-08 22:52:00] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2026-03-08 22:52:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:52:41] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2026-03-08 22:52:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:53:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2026-03-08 22:53:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:53:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 5, 'op': 0, 'd': {'user': {'username': 'brown15227', 'public_flags': 0, 'primary_guild': {'tag': 'NRR', 'identity_guild_id': '1104829884511047841', 'identity_enabled': True, 'badge': 'e05ecd5875a2e1daee2ed1df612462b5'}, 'id': '1197662577367449620', 'global_name': 'bdog15227', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'NRR', 'identity_guild_id': '1104829884511047841', 'identity_enabled': True, 'badge': 'e05ecd5875a2e1daee2ed1df612462b5'}, 'avatar_decoration_data': None, 'avatar': 'd49342630fc0f90c8e42cd9c84810712'}, 'unusual_dm_activity_until': None, 'roles': ['1478219570069246093'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-03T04:05:48.478000+00:00', 'guild_id': '1343440503407902792', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-08 22:53:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:53:27] [DEBUG   ] discord.client: Dispatching event member_update
[2026-03-08 22:53:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 6, 'op': 0, 'd': {'user_id': '1313413062723768322', 'target_id': '1197662577367449620', 'id': '1480398077948071999', 'changes': [{'new_value': [{'name': 'Conservation Officer', 'id': '1478219570069246093'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1343440503407902792'}}
[2026-03-08 22:53:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:53:27] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
